,client_id,trans_date,small_group,amount_rur
277,33172,196,18,81.745
278,33172,196,1,20.367
279,33172,196,9,11.448
280,33172,198,82,3.7089999999999996
281,33172,198,1,3.3089999999999997
282,33172,201,11,8.106
283,33172,202,4,10.437000000000001
284,33172,202,8,51.71
285,33172,202,12,6.555
286,33172,202,11,18.458
287,33172,203,9,614.802
288,33172,204,86,429.119
289,33172,205,1,46.803000000000004
290,33172,206,11,13.325999999999999
291,33172,207,24,253.28799999999998
292,33172,208,12,7.547999999999999
293,33172,209,82,11.495
294,33172,209,18,47.261
295,33172,209,12,14.059000000000001
296,33172,210,1,25.141
297,33172,212,12,25.963
298,33172,227,24,174.755
299,33172,230,82,2.702
300,33172,233,11,4.27
301,33172,238,11,4.534
302,33172,240,82,9.877
303,33172,243,11,27.386
304,33172,245,18,25.866999999999997
305,33172,247,1,42.38399999999999
306,33172,248,24,664.0319999999999
307,33172,248,1,12.937999999999999
308,33172,249,15,3.903
309,33172,251,24,272.024
310,33172,252,31,26.378
311,33172,256,24,348.593
312,33172,261,82,3.7089999999999996
313,33172,264,32,7.331
314,33172,264,11,8.583
315,33172,266,17,30.189
316,33172,271,82,10.487
317,33172,271,3,27.476999999999997
318,33172,271,35,26.103
319,33172,271,11,20.287
320,33172,277,80,72.815
321,33172,277,11,9.113
322,33172,280,1,27.767
323,33172,280,8,86.169
324,33172,281,31,55.893
325,33172,281,11,57.273999999999994
326,33172,282,32,7.331
327,33172,283,1,54.453
328,33172,285,1,194.018
329,33172,287,32,7.331
330,33172,287,1,53.763999999999996
331,33172,289,32,99.193
332,33172,290,25,8.625
333,33172,290,24,230.77599999999998
334,33172,290,11,18.822
335,33172,291,82,2.544
336,33172,291,11,33.122
337,33172,292,32,7.785
338,33172,292,1,46.621
339,33172,293,32,49.458999999999996
340,33172,293,26,485.10900000000004
341,33172,293,1,27.545
342,33172,295,1,43.556999999999995
343,33172,296,1,7.739
344,33172,296,11,47.57
345,33172,297,1,32.385999999999996
346,33172,297,11,10.029
347,33172,301,1,30.838
348,33172,302,82,9.877
349,33172,304,1,23.956999999999997
350,33172,306,18,7.377999999999999
351,33172,306,11,39.109
352,33172,307,18,73.27199999999999
353,33172,309,11,11.817
354,33172,312,11,23.634
355,33172,314,11,11.515
356,33172,315,1,10.236
357,33172,316,9,178.074
358,33172,317,1,85.334
359,33172,317,11,11.127
360,33172,318,18,7.327000000000001
361,33172,320,24,174.623
362,33172,321,82,2.702
363,33172,321,24,386.38
364,33172,321,1,62.788000000000004
365,33172,322,3,25.877
366,33172,322,11,18.089000000000002
367,33172,323,1,57.163999999999994
368,33172,323,12,36.269
369,33172,327,1,18.502
370,33172,327,11,13.068
371,33172,328,1,86.042
372,33172,329,1,44.244
373,33172,329,12,11.585999999999999
374,33172,331,1,19.532
375,33172,333,3,27.476999999999997
376,33172,333,1,39.094
377,33172,333,11,27.386
378,33172,335,24,638.844
379,33172,335,18,94.109
380,33172,336,82,10.487
381,33172,337,1,24.324
382,33172,337,11,19.709
383,33172,338,1,44.663999999999994
384,33172,340,32,6.228
385,33172,341,18,25.6
386,33172,342,72,52.894
387,33172,343,12,18.803
388,33172,344,1,8.151
389,33172,345,24,189.547
390,33172,345,32,7.331
391,33172,345,13,384.68
392,33172,346,80,270.192
393,33172,346,25,9.158999999999999
394,33172,346,24,196.783
395,33172,348,18,82.432
396,33172,348,11,2.674
397,33172,349,36,191.06599999999997
398,33172,349,11,17.208
399,33172,350,1,20.517
400,33172,351,25,22.898000000000003
401,33172,351,82,2.702
402,33172,351,18,5.175
403,33172,351,1,36.146
404,33172,352,11,5.038
405,33172,353,11,11.600999999999999
406,33172,354,35,17.682000000000002
407,33172,354,1,11.207
408,33172,354,11,25.691
409,33172,355,11,26.351
410,33172,356,11,9.488999999999999
411,33172,357,32,39.634
412,33172,358,11,18.89
413,33172,359,11,22.668000000000003
414,33172,362,11,5.038
415,33172,363,82,10.487
416,33172,364,24,301.85
417,33172,364,1,38.217
418,33172,364,19,6.943
419,33172,366,23,374.148
420,33172,366,18,81.515
421,33172,366,9,33.079
422,33172,367,3,25.877
423,33172,368,4,7.664
424,33172,368,1,16.215999999999998
425,33172,369,18,71.592
426,33172,369,1,36.529
427,33172,371,1,32.221
428,33172,372,25,21.564
429,33172,372,35,43.472
430,33172,372,1,37.855
431,33172,374,87,109.90799999999999
432,33172,375,1,8.41
433,33172,375,88,31.914
434,33172,376,32,73.27199999999999
435,33172,376,11,14.577
436,33172,377,24,18.272000000000002
437,33172,377,1,29.473000000000003
438,33172,377,9,4.0969999999999995
439,33172,377,11,70.082
440,33172,378,1,2.588
441,33172,378,88,32.744
442,33172,379,11,12.594000000000001
443,33172,380,1,4.485
444,33172,380,11,14.577
445,33172,381,1,19.887999999999998
446,33172,381,11,22.805999999999997
447,33172,382,82,2.702
448,33172,382,88,37.094
449,33172,382,11,16.852999999999998
450,33172,383,11,45.153999999999996
451,33172,384,1,57.098
452,33172,385,88,75.689
453,33172,386,3,8.243
454,33172,386,11,7.281000000000001
455,33172,387,1,51.685
456,33172,387,11,14.577
457,33172,388,4,26.103
458,33172,388,3,4.744
459,33172,388,11,6.468999999999999
460,33172,389,28,183.18099999999998
461,33172,389,19,6.468999999999999
462,33172,389,11,18.976
463,33172,390,9,6.686
464,33172,390,11,15.02
465,33172,391,18,52.665
466,33172,392,1,126.07600000000001
467,33172,393,3,4.579
468,33172,394,82,10.487
469,33172,394,11,15.009
470,33172,395,11,9.445
471,33172,397,36,11.677999999999999
472,33172,397,11,8.198
473,33172,398,11,13.715
474,33172,400,3,0.9159999999999999
475,33172,400,11,3.45
476,33172,401,3,4.579
477,33172,401,18,35.796
478,33172,401,11,14.145999999999999
479,33172,402,11,35.537
480,33172,403,31,31.052
481,33172,404,11,14.577
482,33172,405,32,47.00899999999999
483,33172,405,35,5.862
484,33172,405,1,5.434
485,33172,405,11,27.935
486,33172,407,1,47.135
487,33172,409,3,4.579
488,33172,409,1,41.681000000000004
489,33172,409,11,19.752
490,33172,411,4,4.303999999999999
491,33172,411,20,7.763
492,33172,411,36,18.776
493,33172,414,25,8.625
494,33172,414,82,2.544
495,33172,414,11,13.327
496,33172,415,11,14.577
497,33172,417,3,17.250999999999998
498,33172,419,1,9.662
499,33172,420,82,10.487
500,33172,421,1,39.471
501,33172,423,11,16.395
502,33172,437,3,8.625
503,33172,438,1,8.801
504,33172,442,82,2.702
505,33172,447,83,118.152
506,33172,450,82,9.877
507,33172,452,65,16.029
508,33172,459,11,14.105
509,33172,460,1,17.675
510,33172,460,11,13.327
511,33172,461,82,10.487
512,33172,461,32,49.917
513,33172,461,11,5.952999999999999
514,33172,462,11,33.553000000000004
515,33172,463,4,9.272
516,33172,463,1,25.737
517,33172,463,11,13.283
518,33172,464,4,8.013
519,33172,465,36,68.961
520,33172,465,65,16.029
521,33172,465,11,23.264
522,33172,466,11,52.27
523,33172,467,11,16.395
524,33172,468,1,20.603
525,33172,471,1,40.223
526,33172,471,11,9.525
527,33172,472,15,10.065
528,33172,472,24,399.655
529,33172,473,82,2.544
530,33172,473,15,3.9389999999999996
531,33172,473,32,43.126999999999995
532,33172,473,11,6.824
533,33172,474,44,7.982
534,33172,474,11,26.287
535,33172,475,3,14.232000000000001
536,33172,488,24,86.212
537,33172,488,32,5.45
538,33172,488,11,7.281000000000001
539,33172,489,82,10.487
540,33172,491,1,11.183
541,33172,491,12,45.613
542,33172,493,9,19.188
543,33172,493,11,11.448
544,33172,494,11,18.914
545,33172,495,11,7.281000000000001
546,33172,497,1,46.593
547,33172,498,36,14.7
548,33172,498,11,6.037999999999999
549,33172,499,36,15.18
550,33172,499,11,14.105
551,33172,500,4,3.9389999999999996
552,33172,500,24,462.759
553,33172,500,1,8.022
554,33172,503,82,2.544
555,33172,504,44,36.556999999999995
556,33172,516,12,44.033
557,33172,519,1,18.319000000000003
558,33172,520,82,9.877
559,33172,522,1,8.238999999999999
560,33172,522,11,5.175
561,33172,523,82,7.739
562,33172,527,1,36.086999999999996
563,33172,528,36,12.206
564,33172,528,15,15.387
565,33172,528,32,5.8660000000000005
566,33172,528,11,7.281000000000001
567,33172,529,1,12.106
568,33172,529,11,7.281000000000001
569,33172,532,11,24.684
570,33172,533,3,4.313
571,33172,533,11,12.937999999999999
572,33172,534,82,5.779
573,33172,535,44,2.998
574,33172,536,11,6.901
575,33172,537,1,38.631
576,33172,541,11,12.895
577,33172,542,1,21.97
578,33172,542,11,15.785
579,33172,543,36,13.142999999999999
580,33172,543,25,13.738
581,33172,543,15,5.632999999999999
582,33172,543,11,12.594000000000001
583,33172,544,1,38.256
584,33172,544,11,29.811999999999998
585,33172,547,1,14.747
586,33172,547,11,22.44
587,33172,553,82,18.227
588,33172,553,12,19.646
589,33172,555,24,79.77600000000001
590,33172,555,32,50.375
591,33172,555,11,14.105
592,33172,556,32,73.316
593,33172,556,18,150.895
594,33172,556,11,28.164
595,33172,557,24,283.931
596,33172,557,11,27.980999999999998
597,33172,558,36,25.92
598,33172,558,1,13.07
599,33172,558,11,38.728
600,33172,559,11,3.617
601,33172,560,1,4.405
602,33172,560,11,12.248
603,33172,563,11,24.363000000000003
604,33172,564,82,2.544
605,33172,565,24,110.665
606,33172,565,44,8.436
607,33172,565,1,23.419
608,33172,568,11,13.887
609,33172,569,11,12.41
610,33172,570,24,416.279
611,33172,571,3,22.898000000000003
612,33172,571,11,12.273
613,33172,572,1,8.302
614,33172,572,11,31.491999999999997
615,33172,574,1,13.097000000000001
616,33172,575,11,11.171
617,33172,576,15,7.694
618,33172,576,83,9.617
619,33172,576,11,24.928
620,33172,598,89,31.506999999999998
621,33172,598,1,10.577
622,33172,598,11,8.855
623,33172,599,1,1.805
624,33172,600,1,5.48
625,33172,600,11,11.860999999999999
626,33172,601,11,32.556
627,33172,602,1,21.478
628,33172,602,11,5.495
629,33172,603,3,21.564
630,33172,603,32,50.375
631,33172,603,1,4.982
632,33172,604,1,3.321
633,33172,605,1,16.83
634,33172,605,11,13.234000000000002
635,33172,606,11,14.145999999999999
636,33172,607,11,28.895
637,33172,610,1,13.814
638,33172,610,11,13.648
639,33172,611,11,28.301
640,33172,612,24,27.798000000000002
641,33172,612,3,4.579
642,33172,612,1,27.634
643,33172,612,11,20.184
644,33172,613,11,31.506999999999998
645,33172,614,36,14.607999999999999
646,33172,614,39,206.96900000000002
647,33172,614,1,2.551
648,33172,614,40,242.937
649,33172,614,11,33.510999999999996
650,33172,615,15,7.556
651,33172,615,1,57.708999999999996
652,33172,615,11,12.075999999999999
653,33172,616,11,6.254
654,33172,617,1,13.578
655,33172,618,11,15.479000000000001
656,33172,619,18,13.280999999999999
657,33172,620,24,129.34
658,33172,620,3,4.579
659,33172,620,1,6.956
660,33172,620,11,8.655
661,33172,621,3,4.313
662,33172,622,18,12.292
663,33172,622,1,25.156999999999996
664,33172,624,1,2.0269999999999997
665,33172,624,11,4.534
666,33172,626,82,2.544
667,33172,632,3,8.625
668,33172,632,11,10.624
669,33172,633,11,26.424
670,33172,634,11,6.412000000000001
671,33172,635,82,9.877
672,33172,635,11,64.984
673,33172,637,3,16.029
674,33172,639,24,507.092
675,33172,639,1,33.569
676,33172,640,1,28.04
677,33172,640,11,13.280999999999999
678,33172,641,11,14.196
679,33172,647,32,141.965
680,33172,647,11,8.014
681,33172,648,24,258.68
682,33172,649,34,20.603
683,33172,649,1,17.641
684,33172,649,11,6.254
685,33172,652,24,102.601
686,33172,652,11,9.158999999999999
687,33172,653,82,7.739
688,33172,653,11,13.968
689,33172,654,11,7.785
690,33172,655,82,2.702
691,33172,655,11,14.655
692,33172,656,39,334.168
693,33172,656,1,13.83
694,33172,656,11,13.738
695,33172,657,36,35.796
696,33172,657,32,77.852
697,33172,657,18,13.509
698,33172,657,83,111.27
699,33172,657,11,9.617
700,33172,658,11,4.744
701,33172,659,1,3.755
702,33172,659,11,8.195
703,33172,660,18,10.049
704,33172,660,11,2.156
705,33172,664,9,6.017
706,33172,667,1,3.6660000000000004
707,33172,667,9,110.595
708,33172,667,11,17.632
709,33172,668,82,10.487
710,33172,668,1,33.11
711,33172,668,11,21.295
712,33172,669,4,6.755
713,33172,669,11,12.594000000000001
714,33172,670,1,20.517
715,33172,670,11,8.195
716,33172,672,12,43.918
717,33172,673,36,21.066
718,33172,673,1,3.537
719,33172,674,18,81.51100000000001
720,33172,674,11,8.701
721,33172,675,37,2.717
722,33172,675,24,43.083999999999996
723,33172,675,32,77.852
724,33172,675,1,19.6
725,33172,675,11,12.822000000000001
726,33172,676,11,5.495
727,33172,679,18,55.548
728,33172,680,11,13.142999999999999
729,33172,681,5,1354.075
730,33172,681,39,91.544
731,33172,681,11,11.213
732,33172,682,24,77.715
733,33172,682,11,12.162
734,33172,683,11,65.945
735,33172,685,18,7.695
736,33172,687,11,10.782
737,33172,688,1,25.669
738,33172,688,11,12.292
739,33172,689,11,25.645
740,33172,690,1,4.832
741,33172,690,11,8.195
742,33172,691,1,40.254
743,33172,691,11,10.624
744,33172,694,11,11.448
745,33172,695,33,129.382
746,33172,695,11,12.135
747,33172,696,1,21.432
748,33172,696,11,16.604
749,33172,697,36,48.659
750,33172,697,11,21.799
751,33172,698,11,14.196
752,33172,699,35,21.616
753,33172,699,11,8.625
754,33172,700,24,180.834
755,33172,701,9,6.059
756,33172,703,32,59.076
757,33172,703,1,34.981
758,33172,703,11,17.682000000000002
759,33172,704,11,9.488999999999999
760,33172,705,11,7.099
761,33172,710,11,7.556
762,33172,716,11,11.213
763,33172,717,39,19.408
764,33172,717,32,28.033
765,33172,717,1,6.32
766,33172,717,9,21.131999999999998
767,33172,717,11,8.195
768,33172,718,11,16.604
769,33172,727,82,13.189
770,33172,729,83,54.038000000000004
771,33172,729,1,9.022
772,3694,26,1,10.006
773,3694,29,3,54.955
774,3694,31,1,10.945
775,3694,34,36,61.721000000000004
776,3694,36,25,4.579
777,3694,43,1,3.114
778,3694,46,25,4.313
779,3694,48,25,4.313
780,3694,50,33,113.941
781,3694,51,25,4.579
782,3694,51,3,8.625
783,3694,51,1,28.291999999999998
784,3694,53,33,80.779
785,3694,53,9,84.905
786,3694,56,1,2.2430000000000003
787,3694,64,25,8.625
788,3694,79,65,87.066
789,3694,79,1,32.475
790,3694,81,33,86.152
791,3694,81,18,51.291000000000004
792,3694,81,1,12.852
793,3694,82,18,50.89
794,3694,83,9,74.624
795,3694,84,25,4.313
796,3694,88,33,81.134
797,3694,88,3,10.912
798,3694,88,1,15.870999999999999
799,3694,91,25,4.313
800,3694,91,33,96.17
801,3694,92,25,4.313
802,3694,93,1,9.571
803,3694,95,43,100.704
804,3694,95,33,81.134
805,3694,95,65,67.521
806,3694,95,1,9.877
807,3694,96,25,4.313
808,3694,96,9,79.039
809,3694,98,25,4.313
810,3694,98,33,96.17
811,3694,99,45,519.776
812,3694,99,11,70.479
813,3694,100,25,4.579
814,3694,100,33,13.693
815,3694,100,18,43.126999999999995
816,3694,102,36,40.711999999999996
817,3694,102,33,321.546
818,3694,102,18,48.543
819,3694,104,33,155.173
820,3694,105,33,96.17
821,3694,106,1,5.678
822,3694,107,3,32.056999999999995
823,3694,109,33,108.18
824,3694,109,90,385.92699999999996
825,3694,110,15,14.884
826,3694,111,36,120.624
827,3694,112,33,90.568
828,3694,114,36,120.212
829,3694,114,25,15.095
830,3694,114,33,90.18
831,3694,115,45,127.815
832,3694,116,36,20.184
833,3694,116,33,86.152
834,3694,116,3,54.955
835,3694,117,36,93.77
836,3694,117,33,9.113
837,3694,117,1,5.952999999999999
838,3694,118,18,10.739
839,3694,118,1,18.959
840,3694,119,33,96.17
841,3694,122,33,78.48
842,3694,123,33,588.007
843,3694,126,90,60.593999999999994
844,3694,127,33,96.17
845,3694,127,1,4.213
846,3694,129,25,4.313
847,3694,130,33,81.134
848,3694,130,45,120.369
849,3694,130,90,64.342
850,3694,131,90,121.189
851,3694,133,33,96.17
852,3694,135,11,51.321999999999996
853,3694,136,3,12.901
854,3694,137,33,86.152
855,3694,138,1,4.167
856,3694,138,11,16.208
857,3694,139,36,65.079
858,3694,139,33,90.568
859,3694,139,3,4.313
860,3694,139,9,84.527
861,3694,140,91,18.319000000000003
862,3694,140,3,4.579
863,3694,140,1,14.059000000000001
864,3694,141,3,4.579
865,3694,142,3,9.158999999999999
866,3694,142,1,6.857
867,3694,142,90,121.189
868,3694,143,3,4.579
869,3694,143,18,45.795
870,3694,144,4,6.32
871,3694,144,36,27.127
872,3694,144,25,4.313
873,3694,144,33,226.516
874,3694,144,45,120.369
875,3694,145,1,9.937000000000001
876,3694,146,25,4.313
877,3694,147,33,90.568
878,3694,147,3,66.861
879,3694,147,1,14.838
880,3694,147,90,272.652
881,3694,149,1,8.151
882,3694,149,11,63.198
883,3694,150,18,43.559
884,3694,151,33,81.134
885,3694,152,21,59.534
886,3694,152,25,4.313
887,3694,152,11,8.884
888,3694,153,33,96.17
889,3694,155,25,4.313
890,3694,155,11,5.266
891,3694,157,1,6.642
892,3694,158,33,81.134
893,3694,158,45,120.369
894,3694,159,33,83.98899999999999
895,3694,159,3,4.579
896,3694,160,33,96.17
897,3694,161,3,4.313
898,3694,163,3,4.579
899,3694,164,33,433.86400000000003
900,3694,164,3,4.313
901,3694,164,18,53.478
902,3694,164,12,26.998
903,3694,164,90,353.861
904,3694,165,33,81.134
905,3694,165,1,9.113
906,3694,166,18,46.147
907,3694,167,3,13.738
908,3694,168,33,96.17
909,3694,168,12,8.367
910,3694,170,3,9.158999999999999
911,3694,171,33,79.127
912,3694,171,3,4.313
913,3694,171,12,3.984
914,3694,172,45,127.815
915,3694,172,1,5.607
916,3694,172,12,6.254
917,3694,173,33,256.922
918,3694,174,33,520.131
919,3694,175,33,426.069
920,3694,175,3,12.507
921,3694,175,1,13.418
922,3694,175,12,6.32
923,3694,176,36,26.653000000000002
924,3694,177,33,233.945
925,3694,177,3,47.441
926,3694,177,83,26.331999999999997
927,3694,179,4,5.8660000000000005
928,3694,179,24,109.90799999999999
929,3694,179,33,86.152
930,3694,179,11,2.29
931,3694,180,36,28.348000000000003
932,3694,180,17,90.568
933,3694,180,12,21.693
934,3694,181,43,90.266
935,3694,181,83,22.642
936,3694,181,1,2.156
937,3694,181,12,9.402000000000001
938,3694,182,36,62.648
939,3694,182,18,42.395
940,3694,182,12,9.79
941,3694,182,90,393.841
942,3694,183,1,11.722999999999999
943,3694,183,12,10.395999999999999
944,3694,184,3,4.313
945,3694,184,1,21.249000000000002
946,3694,184,12,15.655999999999999
947,3694,185,45,127.815
948,3694,185,83,23.997
949,3694,185,12,6.1370000000000005
950,3694,186,33,81.134
951,3694,186,83,12.636
952,3694,187,12,3.9389999999999996
953,3694,187,11,28.243000000000002
954,3694,188,12,12.777000000000001
955,3694,189,12,6.125
956,3694,190,33,13.693
957,3694,190,11,4.213
958,3694,191,25,2.29
959,3694,191,1,8.281
960,3694,191,12,10.135
961,3694,193,25,4.313
962,3694,193,33,86.152
963,3694,193,83,25.445
964,3694,194,36,21.524
965,3694,194,17,90.568
966,3694,194,1,14.015999999999998
967,3694,194,12,9.662
968,3694,195,82,0.9490000000000001
969,3694,195,1,4.27
970,3694,195,12,7.763
971,3694,196,12,7.099
972,3694,197,1,40.497
973,3694,197,12,4.854
974,3694,198,18,9.919
975,3694,198,12,3.925
976,3694,199,12,5.478
977,3694,199,72,129.382
978,3694,200,45,120.369
979,3694,200,12,6.365
980,3694,201,25,4.313
981,3694,201,33,86.152
982,3694,201,3,27.476999999999997
983,3694,201,18,50.284
984,3694,201,12,4.011
985,3694,202,3,4.579
986,3694,202,12,4.534
987,3694,203,16,142.321
988,3694,203,17,90.568
989,3694,203,33,74.051
990,3694,203,3,4.313
991,3694,203,18,431.276
992,3694,203,1,3.0189999999999997
993,3694,203,12,2.153
994,3694,203,90,454.435
995,3694,204,1,5.564
996,3694,204,12,6.365
997,3694,205,25,4.313
998,3694,205,3,4.579
999,3694,205,12,5.587000000000001
1000,3694,207,33,86.152
1001,3694,208,25,4.313
1002,3694,208,3,16.486
1003,3694,208,1,19.371
